,age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,X,X.1
2382,33,admin.,single,professional.course,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,NA,NA
2683,39,services,single,high.school,yes,no,cellular,aug,fri,6,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,yes,NA,NA
1179,29,admin.,married,university.degree,no,yes,cellular,jun,tue,3,5,1,success,-1.7,94.055,-39.8,0.702,4991.6,yes,NA,NA
1194,27,admin.,single,university.degree,yes,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes,NA,NA
550,45,services,single,basic,no,no,telephone,sep,mon,4,999,0,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,yes,NA,NA
2962,26,student,single,professional.course,yes,no,cellular,aug,tue,2,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,yes,NA,NA
19,38,blue-collar,married,professional.course,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,NA,NA
2085,59,unemployed,married,professional.course,no,no,cellular,aug,fri,3,3,1,success,-1.7,94.027,-38.3,0.905,4991.6,yes,NA,NA
1885,56,unemployed,married,high.school,yes,yes,cellular,jul,fri,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,yes,NA,NA
2357,26,management,single,university.degree,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50,1.65,5099.1,yes,NA,NA
168,76,unemployed,single,basic,no,no,cellular,nov,mon,4,6,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes,NA,NA
1903,32,admin.,single,university.degree,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,NA,NA
1516,47,admin.,married,high.school,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,NA,NA
1321,28,unemployed,single,basic,no,yes,cellular,aug,tue,1,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes,NA,NA
718,26,student,single,basic,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,yes,NA,NA
1845,59,admin.,married,university.degree,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,yes,NA,NA
1557,31,unemployed,single,university.degree,yes,no,cellular,mar,tue,1,10,1,success,-1.8,93.369,-34.8,0.646,5008.7,yes,NA,NA
2366,31,management,single,university.degree,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes,NA,NA
1748,52,blue-collar,married,professional.course,yes,yes,cellular,sep,mon,1,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5,yes,NA,NA
100,58,unemployed,divorced,high.school,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,NA,NA
2384,80,unemployed,married,basic,no,no,cellular,mar,fri,3,6,4,success,-1.8,93.369,-34.8,0.649,5008.7,yes,NA,NA
1857,62,admin.,married,high.school,no,no,telephone,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1,yes,NA,NA
2915,32,admin.,married,university.degree,yes,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,NA,NA
1268,33,blue-collar,married,basic,yes,no,cellular,jul,wed,11,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,NA,NA
1114,27,services,single,high.school,no,no,cellular,jul,fri,3,999,0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,yes,NA,NA
1157,44,services,divorced,high.school,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,NA,NA
2189,27,admin.,single,university.degree,yes,no,cellular,jun,fri,2,999,1,failure,-1.7,94.055,-39.8,0.748,4991.6,yes,NA,NA
1193,44,services,divorced,high.school,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,NA,NA
1010,32,admin.,single,high.school,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,NA,NA
2309,25,blue-collar,single,professional.course,yes,no,cellular,nov,fri,2,19,1,success,-1.1,94.767,-50.8,1.04,4963.6,yes,NA,NA
1325,37,blue-collar,married,university.degree,yes,no,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,yes,NA,NA
1702,32,services,married,high.school,yes,no,telephone,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes,NA,NA
1916,33,services,single,university.degree,yes,no,cellular,oct,mon,2,3,2,success,-1.1,94.601,-49.5,0.977,4963.6,yes,NA,NA
2209,37,blue-collar,married,professional.course,no,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,NA,NA
853,36,blue-collar,single,basic,yes,yes,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes,NA,NA
2003,39,blue-collar,single,professional.course,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,NA,NA
751,36,admin.,single,basic,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,NA,NA
1798,34,admin.,single,university.degree,no,no,cellular,sep,fri,3,3,2,success,-3.4,92.379,-29.8,0.773,5017.5,yes,NA,NA
1533,30,admin.,single,university.degree,yes,no,cellular,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,NA,NA
2570,43,admin.,married,high.school,no,no,telephone,jun,fri,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,NA,NA
1636,48,blue-collar,married,basic,yes,no,cellular,may,tue,1,3,3,success,-1.8,93.876,-40,0.668,5008.7,yes,NA,NA
2691,52,management,married,high.school,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes,NA,NA
351,51,blue-collar,married,high.school,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes,NA,NA
2723,33,management,married,professional.course,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,NA,NA
2811,31,services,married,basic,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,NA,NA
1107,54,unemployed,married,basic,no,yes,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,NA,NA
3002,33,admin.,single,university.degree,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes,NA,NA
1154,33,blue-collar,married,basic,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes,NA,NA
943,71,unemployed,married,high.school,no,no,cellular,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes,NA,NA
793,39,self-employed,divorced,high.school,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,yes,NA,NA
44,60,admin.,divorced,professional.course,yes,no,cellular,sep,wed,1,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,yes,NA,NA
1670,27,services,single,university.degree,yes,no,cellular,mar,mon,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes,NA,NA
1200,37,blue-collar,single,university.degree,yes,no,cellular,aug,tue,2,999,4,failure,-1.7,94.027,-38.3,0.899,4991.6,yes,NA,NA
1593,36,admin.,single,high.school,yes,no,cellular,aug,fri,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,yes,NA,NA
2302,37,admin.,married,university.degree,no,no,telephone,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,NA,NA
1600,21,student,single,high.school,no,no,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,yes,NA,NA
1573,33,admin.,single,university.degree,no,no,cellular,jun,wed,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,yes,NA,NA
2646,82,services,divorced,basic,no,no,cellular,jul,wed,1,999,0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6,yes,NA,NA
454,54,admin.,married,university.degree,yes,yes,cellular,aug,fri,1,999,1,failure,-2.9,92.201,-31.4,0.849,5076.2,yes,NA,NA
712,51,blue-collar,married,basic,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes,NA,NA
211,26,blue-collar,single,university.degree,yes,no,cellular,jul,fri,3,6,2,success,-1.7,94.215,-40.3,0.861,4991.6,yes,NA,NA
1982,62,management,divorced,high.school,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,yes,NA,NA
2954,25,student,single,university.degree,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,yes,NA,NA
714,54,management,married,university.degree,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,yes,NA,NA
816,35,admin.,married,university.degree,no,no,cellular,jun,thu,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,NA,NA
3068,25,admin.,single,university.degree,yes,yes,cellular,oct,fri,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,yes,NA,NA
113,82,services,married,basic,no,no,telephone,sep,tue,3,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,yes,NA,NA
1166,54,unemployed,married,basic,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,NA,NA
3067,47,management,married,university.degree,yes,no,cellular,sep,mon,1,3,2,success,-3.4,92.379,-29.8,0.771,5017.5,yes,NA,NA
1835,39,services,married,high.school,yes,no,cellular,may,thu,2,6,3,success,-1.8,93.876,-40,0.683,5008.7,yes,NA,NA
1093,45,blue-collar,married,basic,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,NA,NA
2758,28,blue-collar,single,university.degree,yes,no,cellular,mar,mon,3,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,yes,NA,NA
818,29,admin.,single,university.degree,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,NA,NA
1035,33,blue-collar,married,basic,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,yes,NA,NA
1964,47,admin.,married,university.degree,no,no,cellular,aug,wed,1,4,2,success,-1.7,94.027,-38.3,0.9,4991.6,yes,NA,NA
2258,30,admin.,single,high.school,no,no,cellular,sep,fri,3,6,1,success,-1.1,94.199,-37.5,0.883,4963.6,yes,NA,NA
543,33,admin.,married,university.degree,yes,no,cellular,nov,fri,1,12,1,success,-1.1,94.767,-50.8,1.049,4963.6,yes,NA,NA
2973,28,admin.,single,high.school,no,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,NA,NA
551,41,blue-collar,married,high.school,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,NA,NA
1471,52,unemployed,married,basic,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,NA,NA
1828,33,admin.,single,university.degree,yes,no,telephone,oct,thu,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,yes,NA,NA
1585,39,blue-collar,married,professional.course,no,no,telephone,oct,thu,1,999,0,nonexistent,-0.1,93.798,-40.4,4.921,5195.8,yes,NA,NA
219,57,unemployed,married,basic,no,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,NA,NA
485,34,blue-collar,single,university.degree,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes,NA,NA
2550,25,student,single,high.school,no,no,cellular,jun,mon,2,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,yes,NA,NA
1310,37,blue-collar,single,university.degree,yes,no,cellular,jun,fri,1,999,2,failure,-1.7,94.055,-39.8,0.748,4991.6,yes,NA,NA
2848,53,blue-collar,single,professional.course,yes,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes,NA,NA
2963,54,unemployed,married,high.school,yes,no,cellular,dec,wed,1,999,0,nonexistent,-3,92.713,-33,0.721,5023.5,yes,NA,NA
2429,34,blue-collar,divorced,professional.course,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,NA,NA
1742,22,blue-collar,single,basic,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,NA,NA
497,30,blue-collar,single,high.school,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,NA,NA
2425,49,blue-collar,married,basic,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,yes,NA,NA
2308,30,student,single,high.school,no,no,cellular,mar,fri,5,10,2,failure,-1.8,92.843,-50,1.64,5099.1,yes,NA,NA
2450,30,admin.,married,university.degree,yes,yes,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,NA,NA
2717,36,admin.,married,university.degree,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,93.876,-40,0.697,5008.7,yes,NA,NA
1682,47,services,married,university.degree,yes,no,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,yes,NA,NA
134,52,blue-collar,married,basic,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,NA,NA
190,32,blue-collar,married,professional.course,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,NA,NA
1264,42,blue-collar,married,professional.course,no,no,cellular,aug,thu,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes,NA,NA
2922,33,services,married,professional.course,yes,yes,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes,NA,NA
592,27,blue-collar,single,university.degree,yes,no,cellular,oct,wed,1,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,yes,NA,NA
2762,38,services,single,high.school,no,no,cellular,sep,fri,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes,NA,NA
269,30,unemployed,married,high.school,no,no,cellular,may,mon,1,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,yes,NA,NA
2580,41,self-employed,married,basic,yes,no,cellular,may,thu,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,yes,NA,NA
1699,31,blue-collar,single,university.degree,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,yes,NA,NA
2767,52,blue-collar,married,university.degree,no,no,cellular,may,thu,1,3,4,success,-1.8,93.876,-40,0.677,5008.7,yes,NA,NA
2771,60,unemployed,married,high.school,no,no,cellular,may,thu,3,6,1,success,-1.8,93.876,-40,0.699,5008.7,yes,NA,NA
2685,37,admin.,single,university.degree,no,no,cellular,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes,NA,NA
1113,78,unemployed,married,basic,no,no,cellular,jul,mon,1,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,yes,NA,NA
2454,27,blue-collar,single,high.school,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,NA,NA
645,39,blue-collar,single,basic,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes,NA,NA
1627,38,services,divorced,university.degree,no,no,cellular,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,yes,NA,NA
1802,57,self-employed,married,university.degree,no,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,NA,NA
1528,48,management,married,basic,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,NA,NA
1856,48,management,married,university.degree,yes,no,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,yes,NA,NA
115,31,unemployed,single,university.degree,yes,no,cellular,jul,tue,1,6,3,success,-1.7,94.215,-40.3,0.835,4991.6,yes,NA,NA
2367,48,unemployed,married,professional.course,no,no,telephone,may,wed,1,6,1,success,-1.8,93.876,-40,0.682,5008.7,yes,NA,NA
1219,33,blue-collar,single,high.school,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,NA,NA
3051,81,unemployed,married,basic,yes,no,cellular,oct,wed,1,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,yes,NA,NA
1211,48,management,married,university.degree,yes,yes,cellular,nov,tue,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,NA,NA
1197,41,admin.,married,university.degree,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,NA,NA
502,57,unemployed,married,basic,yes,yes,telephone,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,NA,NA
259,48,blue-collar,married,professional.course,yes,no,cellular,aug,fri,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,NA,NA
15,50,blue-collar,married,basic,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,NA,NA
733,25,blue-collar,single,high.school,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,NA,NA
530,31,blue-collar,single,basic,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,NA,NA
1473,36,blue-collar,single,basic,no,no,cellular,nov,tue,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,yes,NA,NA
1221,43,blue-collar,married,professional.course,no,no,cellular,may,thu,1,999,1,failure,-1.8,93.876,-40,0.699,5008.7,yes,NA,NA
1681,28,management,married,university.degree,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes,NA,NA
2507,38,blue-collar,single,high.school,no,no,telephone,mar,tue,3,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes,NA,NA
2834,36,admin.,married,university.degree,no,no,cellular,jun,mon,1,3,1,success,-2.9,92.963,-40.8,1.266,5076.2,yes,NA,NA
1656,31,blue-collar,divorced,high.school,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes,NA,NA
1761,29,admin.,married,university.degree,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,NA,NA
441,40,blue-collar,single,university.degree,no,no,cellular,nov,mon,1,7,2,failure,-3.4,92.649,-30.1,0.714,5017.5,yes,NA,NA
1354,41,admin.,married,university.degree,yes,no,cellular,nov,tue,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes,NA,NA
483,34,blue-collar,married,university.degree,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes,NA,NA
693,56,management,married,basic,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,NA,NA
1983,28,admin.,divorced,university.degree,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes,NA,NA
2907,50,self-employed,married,basic,yes,yes,cellular,may,mon,6,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,yes,NA,NA
762,50,admin.,married,university.degree,no,no,cellular,aug,tue,2,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,yes,NA,NA
2593,51,blue-collar,single,university.degree,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,NA,NA
1074,38,blue-collar,married,university.degree,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,NA,NA
2840,49,self-employed,married,high.school,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,NA,NA
298,45,blue-collar,married,high.school,yes,yes,cellular,nov,mon,2,5,3,success,-1.1,94.767,-50.8,1.05,4963.6,yes,NA,NA
2152,22,admin.,single,university.degree,yes,no,cellular,sep,mon,2,999,3,failure,-1.1,94.199,-37.5,0.882,4963.6,yes,NA,NA
2045,23,blue-collar,single,basic,no,no,cellular,jul,thu,4,999,1,failure,-1.7,94.215,-40.3,0.846,4991.6,yes,NA,NA
1150,80,unemployed,married,basic,no,no,cellular,may,mon,1,3,3,success,-1.8,93.876,-40,0.697,5008.7,yes,NA,NA
1615,55,admin.,divorced,high.school,yes,no,cellular,aug,tue,2,6,3,success,-1.7,94.027,-38.3,0.904,4991.6,yes,NA,NA
97,38,admin.,divorced,university.degree,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes,NA,NA
1553,44,admin.,married,university.degree,yes,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes,NA,NA
2165,32,self-employed,single,university.degree,no,no,cellular,jul,thu,2,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes,NA,NA
94,75,unemployed,married,basic,no,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes,NA,NA
2420,42,admin.,married,university.degree,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,NA,NA
1868,46,admin.,divorced,high.school,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,NA,NA
1500,37,admin.,single,university.degree,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,NA,NA
482,25,student,single,high.school,no,no,cellular,nov,thu,1,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,yes,NA,NA
1407,39,unemployed,single,university.degree,yes,no,cellular,dec,mon,1,6,2,success,-3,92.713,-33,0.706,5023.5,yes,NA,NA
192,58,blue-collar,married,basic,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,yes,NA,NA
1323,42,blue-collar,married,high.school,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes,NA,NA
346,44,self-employed,married,basic,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes,NA,NA
3027,57,blue-collar,married,professional.course,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes,NA,NA
806,50,blue-collar,married,high.school,yes,no,cellular,dec,mon,1,999,1,failure,-3,92.713,-33,0.717,5023.5,yes,NA,NA
1949,38,blue-collar,single,high.school,no,no,cellular,mar,wed,1,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,yes,NA,NA
191,54,admin.,married,professional.course,no,no,cellular,nov,tue,2,10,1,success,-1.1,94.767,-50.8,1.035,4963.6,yes,NA,NA
2117,58,management,married,university.degree,no,no,cellular,may,thu,1,3,4,success,-1.8,93.876,-40,0.683,5008.7,yes,NA,NA
1012,36,admin.,married,university.degree,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,NA,NA
1094,54,unemployed,married,basic,no,no,cellular,may,wed,1,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,yes,NA,NA
2059,48,admin.,divorced,university.degree,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,NA,NA
614,30,services,single,high.school,yes,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,NA,NA
2151,54,self-employed,married,professional.course,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes,NA,NA
1551,57,unemployed,married,professional.course,yes,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes,NA,NA
1524,51,admin.,married,university.degree,yes,no,cellular,jul,fri,5,999,0,nonexistent,-2.9,92.469,-33.6,0.921,5076.2,yes,NA,NA
1701,30,student,single,high.school,no,no,cellular,aug,tue,3,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes,NA,NA
104,53,blue-collar,divorced,basic,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,NA,NA
2325,44,services,divorced,basic,yes,no,cellular,aug,wed,3,0,1,success,-1.7,94.027,-38.3,0.9,4991.6,yes,NA,NA
1206,50,blue-collar,married,basic,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,NA,NA
2377,30,blue-collar,married,university.degree,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes,NA,NA
2500,52,admin.,married,university.degree,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,93.876,-40,0.677,5008.7,yes,NA,NA
1811,38,blue-collar,married,professional.course,yes,yes,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,yes,NA,NA
2894,41,admin.,married,university.degree,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes,NA,NA
1139,26,blue-collar,single,professional.course,yes,no,cellular,sep,fri,1,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes,NA,NA
1461,31,admin.,married,professional.course,no,yes,cellular,dec,mon,2,999,1,failure,-3,92.713,-33,0.709,5023.5,yes,NA,NA
668,21,student,single,high.school,yes,yes,cellular,jun,wed,2,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,yes,NA,NA
302,61,blue-collar,married,basic,yes,yes,cellular,may,fri,1,3,2,success,-1.8,93.876,-40,0.695,5008.7,yes,NA,NA
1242,34,admin.,single,university.degree,yes,no,cellular,mar,tue,1,6,3,success,-1.8,93.369,-34.8,0.652,5008.7,yes,NA,NA
2891,52,blue-collar,married,professional.course,yes,no,cellular,nov,fri,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes,NA,NA
1342,36,self-employed,single,university.degree,no,yes,cellular,jun,mon,1,4,4,success,-1.7,94.055,-39.8,0.72,4991.6,yes,NA,NA
2555,41,services,married,high.school,yes,no,telephone,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes,NA,NA
542,31,admin.,married,high.school,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,NA,NA
147,50,blue-collar,divorced,high.school,yes,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,NA,NA
731,51,unemployed,married,basic,no,no,cellular,jun,thu,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,yes,NA,NA
1910,33,admin.,married,university.degree,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes,NA,NA
799,52,management,married,high.school,yes,yes,cellular,aug,tue,1,10,4,failure,-2.9,92.201,-31.4,0.883,5076.2,yes,NA,NA
